Edad,Genero,Rol,Industria,Años_Expe,Ubicacion,Hrs_semana,Balance_vida_trabajo,Nivel_estres,Salud_Mental,Recurso_SaludM,Cambio_en_productividad,Calificación_aislamientoS,Satisfacción_trabajo,Apoyo_de_empresa,Calidad_del_sueño,Region
50,Prefer not to say,Project Manager,Education,16,Hybrid,59,5,Low,Burnout,No,No Change,2.0,Neutral,3,Poor,Oceania
53,Prefer not to say,Designer,Finance,4,Remote,57,3,High,Anxiety,No,No Change,4.0,Unsatisfied,1,Poor,South America
45,Male,HR,Manufacturing,16,Onsite,43,1,Low,Depression,No,Decrease,3.0,Neutral,5,Poor,Europe
22,Prefer not to say,HR,IT,11,Remote,49,1,High,Burnout,Yes,No Change,3.0,Satisfied,1,Average,Africa
39,Non-binary,Software Engineer,Consulting,17,Onsite,39,1,Medium,Anxiety,No,Increase,4.0,Unsatisfied,3,Good,Europe
55,Female,HR,Retail,17,Remote,40,4,High,Anxiety,No,Decrease,3.0,Neutral,3,Poor,Europe
55,Prefer not to say,Project Manager,Healthcare,31,Remote,59,1,High,Anxiety,No,No Change,2.0,Satisfied,3,Average,Africa
59,Prefer not to say,HR,Finance,1,Hybrid,60,3,High,Anxiety,No,Increase,2.0,Unsatisfied,3,Good,South America
23,Prefer not to say,Data Scientist,Healthcare,17,Hybrid,38,4,Low,Anxiety,No,No Change,2.0,Unsatisfied,4,Poor,South America
22,Female,HR,Healthcare,16,Remote,51,5,High,Burnout,Yes,Decrease,2.0,Neutral,3,Average,North America
53,Female,HR,Consulting,4,Onsite,23,2,Medium,Depression,No,No Change,5.0,Satisfied,1,Poor,South America
22,Non-binary,Sales,Manufacturing,21,Onsite,36,5,High,Anxiety,Yes,Decrease,5.0,Neutral,4,Poor,Asia
51,Female,Software Engineer,Retail,17,Hybrid,53,3,High,Burnout,No,Decrease,3.0,Unsatisfied,2,Good,North America
58,Prefer not to say,Sales,Manufacturing,19,Hybrid,30,5,Medium,Depression,Yes,Increase,3.0,Neutral,3,Poor,Oceania
29,Female,Designer,Education,25,Onsite,52,2,Low,Anxiety,Yes,No Change,4.0,Satisfied,1,Good,North America
51,Prefer not to say,Designer,Finance,23,Onsite,36,2,Medium,Burnout,No,Increase,2.0,Unsatisfied,3,Poor,Oceania
32,Male,Software Engineer,Manufacturing,22,Onsite,33,5,Medium,Anxiety,Yes,Decrease,1.0,Unsatisfied,3,Poor,Africa
39,Female,Marketing,Retail,20,Remote,57,3,Low,Depression,No,Decrease,2.0,Satisfied,4,Good,Europe
55,Male,Data Scientist,Healthcare,29,Hybrid,41,5,Low,Anxiety,No,Decrease,2.0,Neutral,3,Average,Asia
47,Prefer not to say,HR,Healthcare,18,Remote,58,3,Medium,Anxiety,No,Decrease,2.0,Satisfied,5,Good,Africa
33,Male,Software Engineer,Healthcare,9,Onsite,23,2,High,Anxiety,No,No Change,1.0,Unsatisfied,2,Good,North America
53,Female,Project Manager,Healthcare,2,Onsite,53,4,High,Depression,Yes,Increase,5.0,Unsatisfied,4,Poor,Oceania
40,Female,HR,Education,23,Remote,26,2,Low,Depression,Yes,Decrease,1.0,Neutral,1,Average,Africa
42,Female,Designer,Healthcare,16,Hybrid,32,1,High,Depression,Yes,No Change,3.0,Unsatisfied,3,Good,South America
22,Prefer not to say,HR,Consulting,34,Remote,29,1,Low,Burnout,Yes,Decrease,4.0,Unsatisfied,1,Good,Africa
34,Non-binary,Data Scientist,Healthcare,13,Hybrid,31,4,Medium,Anxiety,Yes,No Change,3.0,Unsatisfied,5,Average,South America
30,Male,Project Manager,Retail,15,Remote,53,4,Low,Anxiety,Yes,Decrease,2.0,Satisfied,4,Poor,North America
30,Male,HR,Consulting,18,Remote,33,3,Medium,Anxiety,No,Decrease,2.0,Unsatisfied,3,Good,Europe
54,Male,Sales,Finance,4,Remote,44,3,High,Anxiety,No,Increase,1.0,Unsatisfied,5,Poor,North America
55,Male,Project Manager,Education,14,Onsite,41,1,High,Burnout,Yes,No Change,2.0,Satisfied,1,Average,Europe
32,Prefer not to say,Project Manager,Retail,7,Remote,38,4,Medium,Burnout,Yes,Decrease,1.0,Satisfied,1,Average,Oceania
59,Female,Sales,Consulting,22,Remote,40,5,Medium,Depression,No,Decrease,2.0,Unsatisfied,4,Good,North America
29,Non-binary,HR,Retail,10,Onsite,40,3,Low,Anxiety,No,Decrease,4.0,Neutral,5,Average,North America
59,Non-binary,Marketing,Manufacturing,20,Onsite,21,3,High,Burnout,No,Decrease,1.0,Neutral,1,Average,Africa
53,Male,Project Manager,Education,28,Hybrid,49,2,High,Anxiety,No,Increase,4.0,Neutral,2,Average,Oceania
53,Prefer not to say,Project Manager,Consulting,7,Remote,39,2,High,Anxiety,No,Increase,5.0,Neutral,5,Poor,South America
50,Female,Project Manager,Education,12,Remote,57,1,High,Anxiety,No,Decrease,2.0,Unsatisfied,3,Good,North America
45,Male,Data Scientist,Manufacturing,6,Hybrid,54,1,High,Anxiety,No,No Change,3.0,Neutral,1,Poor,Oceania
57,Female,Sales,Manufacturing,16,Onsite,32,2,High,Depression,No,Decrease,5.0,Unsatisfied,3,Poor,Africa
37,Female,Software Engineer,Healthcare,12,Remote,23,3,High,Anxiety,Yes,Increase,5.0,Satisfied,3,Average,Africa
55,Male,Marketing,IT,29,Hybrid,43,4,Low,Anxiety,No,Decrease,2.0,Unsatisfied,1,Poor,North America
47,Prefer not to say,Designer,Finance,5,Onsite,52,2,High,Depression,Yes,No Change,2.0,Neutral,5,Poor,South America
22,Non-binary,Designer,Finance,17,Onsite,33,2,High,Depression,Yes,No Change,4.0,Satisfied,5,Average,Oceania
41,Female,Software Engineer,Healthcare,5,Onsite,31,4,High,Anxiety,Yes,Decrease,5.0,Unsatisfied,2,Average,Asia
53,Male,Sales,Retail,1,Onsite,53,2,Medium,Anxiety,No,No Change,5.0,Unsatisfied,3,Good,South America
53,Male,Designer,Healthcare,2,Remote,44,5,Low,Burnout,No,Decrease,5.0,Neutral,5,Good,South America
53,Male,HR,Retail,22,Onsite,39,5,High,Anxiety,No,No Change,3.0,Neutral,3,Average,Oceania
50,Male,Project Manager,Consulting,1,Remote,45,2,Low,Burnout,No,Decrease,2.0,Neutral,4,Average,Oceania
56,Male,Sales,Finance,23,Onsite,47,2,Medium,Depression,Yes,No Change,5.0,Unsatisfied,2,Poor,Oceania
47,Non-binary,Data Scientist,Consulting,2,Onsite,25,3,High,Anxiety,Yes,No Change,3.0,Neutral,2,Poor,North America
35,Male,Software Engineer,Consulting,26,Onsite,23,5,High,Burnout,Yes,Decrease,1.0,Unsatisfied,1,Poor,Europe
24,Male,HR,Finance,16,Hybrid,44,4,High,Burnout,Yes,Decrease,2.0,Neutral,3,Average,Africa
36,Female,HR,Finance,17,Onsite,21,5,High,Anxiety,No,Decrease,3.0,Unsatisfied,1,Average,Asia
46,Non-binary,Sales,Retail,4,Hybrid,42,3,High,Depression,No,No Change,2.0,Unsatisfied,3,Poor,Asia
46,Non-binary,Sales,Consulting,8,Onsite,30,2,Medium,Depression,Yes,Decrease,4.0,Neutral,4,Good,Oceania
32,Prefer not to say,Designer,Consulting,24,Remote,53,5,Medium,Anxiety,Yes,Decrease,5.0,Neutral,4,Poor,Oceania
53,Non-binary,Sales,Consulting,34,Hybrid,37,1,Medium,Anxiety,No,Increase,2.0,Unsatisfied,1,Average,Africa
30,Female,Data Scientist,Finance,11,Hybrid,39,4,Low,Depression,Yes,Decrease,3.0,Satisfied,1,Poor,Africa
46,Male,Marketing,Retail,9,Remote,25,4,High,Depression,Yes,No Change,2.0,Neutral,5,Good,Europe
53,Prefer not to say,Project Manager,Education,20,Remote,56,2,Low,Depression,Yes,Increase,1.0,Unsatisfied,5,Good,Africa
42,Prefer not to say,Sales,Retail,19,Onsite,21,4,Low,Depression,No,Increase,2.0,Neutral,2,Good,Oceania
36,Prefer not to say,Software Engineer,Finance,9,Remote,58,1,Medium,Burnout,No,Increase,2.0,Satisfied,4,Good,Africa
32,Male,HR,Education,21,Onsite,35,2,Medium,Depression,Yes,No Change,5.0,Unsatisfied,4,Good,Europe
54,Prefer not to say,Project Manager,Education,6,Remote,57,5,High,Anxiety,No,No Change,2.0,Neutral,5,Good,Asia
45,Male,Sales,Education,26,Hybrid,31,3,High,Depression,No,Increase,3.0,Unsatisfied,2,Good,South America
41,Non-binary,Designer,Retail,2,Remote,54,4,High,Burnout,No,No Change,1.0,Neutral,5,Average,South America
27,Prefer not to say,Designer,Retail,13,Hybrid,20,2,High,Depression,No,Decrease,5.0,Unsatisfied,4,Average,Oceania
53,Female,Software Engineer,Finance,24,Onsite,35,5,Low,Depression,No,Decrease,4.0,Unsatisfied,2,Average,North America
44,Prefer not to say,Designer,Consulting,3,Remote,42,1,Medium,Anxiety,Yes,Increase,2.0,Unsatisfied,1,Average,Europe
44,Prefer not to say,Marketing,Manufacturing,10,Hybrid,53,1,High,Depression,Yes,Decrease,4.0,Neutral,5,Average,Asia
27,Male,Sales,Retail,33,Hybrid,43,2,Medium,Depression,No,No Change,1.0,Unsatisfied,2,Poor,Oceania
56,Male,Software Engineer,Education,3,Remote,27,5,High,Depression,Yes,Increase,4.0,Satisfied,4,Poor,South America
42,Male,Project Manager,Finance,2,Remote,47,3,Medium,Anxiety,No,No Change,2.0,Satisfied,1,Average,South America
46,Male,Software Engineer,Manufacturing,30,Remote,52,3,Medium,Anxiety,No,No Change,4.0,Satisfied,4,Good,North America
50,Male,Designer,Education,28,Remote,20,3,High,Anxiety,Yes,Increase,2.0,Unsatisfied,5,Poor,Oceania
53,Female,HR,Healthcare,19,Remote,24,1,Medium,Burnout,No,Decrease,3.0,Satisfied,2,Good,Asia
47,Prefer not to say,Sales,Retail,12,Hybrid,20,4,Medium,Burnout,No,No Change,5.0,Satisfied,3,Good,South America
40,Non-binary,Data Scientist,Finance,27,Hybrid,47,1,High,Burnout,Yes,No Change,5.0,Neutral,5,Good,Oceania
50,Female,Marketing,Retail,4,Onsite,46,1,Medium,Anxiety,Yes,Decrease,2.0,Satisfied,1,Average,Oceania
52,Prefer not to say,Data Scientist,Healthcare,3,Remote,41,5,Low,Anxiety,No,Increase,1.0,Unsatisfied,4,Poor,Oceania
37,Male,Software Engineer,Education,3,Onsite,39,2,High,Depression,No,Increase,5.0,Satisfied,5,Poor,South America
35,Prefer not to say,HR,Retail,15,Hybrid,59,4,Medium,Anxiety,Yes,Increase,5.0,Unsatisfied,4,Poor,Asia
22,Female,Designer,Education,11,Hybrid,25,2,Low,Anxiety,No,Increase,3.0,Neutral,1,Average,Africa
40,Non-binary,Software Engineer,Retail,14,Hybrid,53,3,Low,Burnout,Yes,No Change,5.0,Neutral,3,Poor,Africa
38,Female,Software Engineer,Consulting,22,Remote,49,5,High,Anxiety,Yes,Increase,5.0,Unsatisfied,3,Average,Asia
23,Female,Marketing,Manufacturing,9,Hybrid,40,2,Medium,Anxiety,Yes,Increase,4.0,Neutral,1,Good,Asia
46,Male,Data Scientist,Consulting,13,Remote,47,1,High,Burnout,No,Increase,2.0,Satisfied,3,Good,Europe
37,Prefer not to say,Software Engineer,Healthcare,12,Remote,47,3,Medium,Burnout,Yes,Decrease,4.0,Satisfied,2,Average,Asia
25,Female,HR,Manufacturing,34,Hybrid,33,3,High,Depression,Yes,Decrease,1.0,Unsatisfied,4,Good,Europe
27,Non-binary,Project Manager,Retail,28,Onsite,42,3,Low,Depression,No,No Change,1.0,Neutral,2,Good,Europe
22,Prefer not to say,HR,Retail,7,Hybrid,36,3,High,Anxiety,No,No Change,3.0,Satisfied,5,Good,North America
46,Female,Project Manager,Retail,9,Hybrid,22,2,High,Anxiety,No,No Change,1.0,Satisfied,4,Average,Asia
55,Male,Software Engineer,Finance,27,Hybrid,52,4,Medium,Anxiety,Yes,Decrease,2.0,Satisfied,1,Good,Oceania
53,Prefer not to say,Designer,Healthcare,32,Hybrid,34,3,Low,Depression,Yes,Decrease,5.0,Satisfied,1,Average,Asia
43,Female,Data Scientist,Education,14,Remote,45,5,High,Anxiety,No,Increase,1.0,Neutral,5,Good,South America
41,Female,Designer,Healthcare,4,Hybrid,28,1,Low,Burnout,Yes,Increase,4.0,Satisfied,1,Poor,Africa
31,Non-binary,Sales,Manufacturing,1,Remote,52,3,Medium,Anxiety,Yes,Decrease,5.0,Unsatisfied,4,Good,Asia
39,Prefer not to say,Marketing,Retail,15,Hybrid,43,4,Low,Anxiety,Yes,Decrease,1.0,Unsatisfied,2,Good,Oceania
31,Female,HR,Manufacturing,34,Remote,47,5,High,Burnout,No,Increase,2.0,Unsatisfied,4,Average,Oceania
34,Female,Data Scientist,Healthcare,8,Onsite,27,4,Medium,Burnout,Yes,Decrease,1.0,Unsatisfied,5,Good,Africa
60,Male,HR,Consulting,3,Remote,33,1,Low,Anxiety,Yes,Decrease,3.0,Neutral,3,Average,Europe
27,Male,HR,IT,16,Remote,46,4,Medium,Burnout,Yes,Increase,3.0,Satisfied,3,Poor,South America
52,Male,Data Scientist,Retail,26,Remote,54,4,Low,Anxiety,No,Decrease,2.0,Unsatisfied,1,Average,Asia
31,Prefer not to say,Marketing,Manufacturing,17,Hybrid,24,5,Medium,Burnout,No,Increase,3.0,Unsatisfied,5,Poor,Europe
28,Female,Marketing,IT,9,Remote,59,3,High,Anxiety,No,No Change,4.0,Satisfied,3,Poor,South America
57,Female,Designer,Healthcare,19,Hybrid,45,4,Medium,Burnout,Yes,Decrease,4.0,Unsatisfied,1,Good,Oceania
38,Female,Designer,Manufacturing,30,Onsite,30,4,Low,Anxiety,Yes,Decrease,4.0,Neutral,4,Poor,Asia
36,Female,Designer,Consulting,28,Onsite,55,5,Medium,Depression,Yes,Decrease,4.0,Satisfied,4,Good,Oceania
57,Male,Project Manager,Retail,24,Hybrid,30,3,High,Depression,Yes,No Change,4.0,Neutral,1,Average,Oceania
44,Male,Data Scientist,IT,12,Remote,47,4,High,Anxiety,No,Increase,2.0,Unsatisfied,3,Good,Oceania
22,Non-binary,Designer,Education,6,Remote,22,4,High,Anxiety,No,Increase,5.0,Neutral,3,Poor,North America
60,Female,Marketing,Finance,35,Onsite,52,5,Low,Anxiety,No,No Change,3.0,Neutral,3,Average,Asia
25,Male,Data Scientist,Retail,2,Hybrid,38,4,High,Burnout,Yes,Increase,1.0,Unsatisfied,2,Good,North America
32,Non-binary,Designer,Manufacturing,17,Remote,44,2,Medium,Depression,Yes,Increase,4.0,Neutral,3,Poor,Africa
40,Prefer not to say,Marketing,Healthcare,32,Onsite,46,3,Low,Anxiety,No,Decrease,3.0,Unsatisfied,1,Average,Oceania
25,Prefer not to say,Project Manager,Consulting,10,Onsite,39,3,High,Burnout,Yes,No Change,2.0,Neutral,3,Good,South America
42,Male,Software Engineer,Education,33,Remote,46,5,High,Anxiety,No,No Change,4.0,Unsatisfied,3,Good,Africa
39,Prefer not to say,Sales,Retail,15,Remote,20,5,Low,Anxiety,Yes,No Change,2.0,Neutral,3,Poor,Oceania
23,Prefer not to say,Software Engineer,Education,9,Onsite,36,2,High,Anxiety,Yes,No Change,3.0,Satisfied,1,Average,Oceania
46,Male,HR,IT,24,Remote,26,5,Low,Anxiety,Yes,Decrease,3.0,Satisfied,2,Good,Africa
38,Non-binary,Project Manager,Finance,13,Hybrid,35,1,Low,Depression,No,No Change,4.0,Unsatisfied,1,Poor,North America
53,Female,HR,Education,13,Onsite,59,5,Medium,Anxiety,Yes,No Change,5.0,Satisfied,3,Average,Africa
60,Female,Software Engineer,IT,24,Hybrid,49,2,Medium,Anxiety,No,No Change,4.0,Neutral,3,Good,Europe
25,Female,Sales,Healthcare,21,Remote,54,5,High,Anxiety,Yes,Decrease,2.0,Satisfied,4,Average,Europe
39,Non-binary,Software Engineer,Healthcare,35,Onsite,39,5,High,Anxiety,Yes,No Change,2.0,Unsatisfied,1,Good,Europe
37,Male,Software Engineer,Retail,9,Remote,45,2,High,Anxiety,Yes,Decrease,4.0,Neutral,3,Average,Asia
39,Female,Sales,Education,12,Remote,23,1,Low,Anxiety,Yes,No Change,4.0,Unsatisfied,3,Good,North America
35,Female,Marketing,Finance,12,Remote,57,2,High,Burnout,No,No Change,4.0,Neutral,5,Good,Europe
55,Male,HR,Education,8,Remote,20,5,High,Anxiety,No,No Change,3.0,Unsatisfied,3,Average,Oceania
53,Male,Marketing,Retail,18,Remote,40,2,High,Anxiety,Yes,Increase,2.0,Neutral,3,Average,Africa
49,Female,Software Engineer,IT,20,Onsite,39,3,Low,Burnout,No,Decrease,4.0,Unsatisfied,1,Good,South America
27,Female,HR,Manufacturing,16,Onsite,20,1,Medium,Anxiety,No,No Change,4.0,Unsatisfied,3,Average,Europe
40,Female,HR,Education,17,Onsite,55,2,High,Burnout,No,No Change,5.0,Satisfied,3,Average,North America
33,Female,Sales,Retail,16,Hybrid,57,3,Low,Anxiety,Yes,No Change,3.0,Unsatisfied,4,Good,Africa
52,Male,HR,Finance,35,Remote,51,4,High,Depression,Yes,Increase,3.0,Neutral,3,Average,Europe
27,Non-binary,Designer,Manufacturing,17,Onsite,35,1,Low,Anxiety,Yes,Decrease,2.0,Unsatisfied,2,Good,North America
43,Female,HR,Manufacturing,9,Hybrid,49,2,High,Burnout,Yes,Decrease,1.0,Unsatisfied,4,Good,Oceania
53,Male,Sales,Healthcare,19,Hybrid,29,1,Medium,Burnout,No,Decrease,5.0,Unsatisfied,3,Average,Africa
44,Female,Marketing,Healthcare,23,Hybrid,33,3,High,Anxiety,No,No Change,2.0,Unsatisfied,2,Good,Oceania
23,Prefer not to say,Data Scientist,Finance,29,Remote,50,3,High,Anxiety,No,No Change,2.0,Satisfied,4,Average,Africa
58,Female,Data Scientist,Healthcare,8,Onsite,40,3,High,Anxiety,No,Increase,2.0,Unsatisfied,1,Poor,Africa
25,Female,Software Engineer,Finance,14,Remote,35,2,High,Anxiety,No,No Change,4.0,Unsatisfied,2,Average,Asia
33,Prefer not to say,Data Scientist,Finance,26,Remote,28,2,Medium,Anxiety,Yes,Increase,4.0,Neutral,2,Average,North America
51,Female,Marketing,IT,26,Hybrid,22,4,High,Anxiety,Yes,No Change,1.0,Satisfied,1,Poor,Oceania
60,Prefer not to say,Designer,Consulting,23,Onsite,28,5,Low,Anxiety,No,Decrease,2.0,Unsatisfied,3,Poor,Oceania
39,Prefer not to say,Designer,Manufacturing,16,Hybrid,39,3,Medium,Depression,No,Decrease,3.0,Unsatisfied,1,Average,South America
56,Female,Designer,Education,7,Remote,53,1,Medium,Burnout,Yes,Decrease,2.0,Unsatisfied,2,Average,South America
37,Female,Sales,Manufacturing,13,Hybrid,52,5,Low,Depression,No,No Change,2.0,Satisfied,3,Poor,North America
33,Female,Project Manager,Consulting,30,Hybrid,53,2,Medium,Depression,No,No Change,4.0,Unsatisfied,4,Poor,Oceania
43,Male,Marketing,Finance,27,Hybrid,60,5,High,Depression,Yes,Decrease,1.0,Neutral,2,Average,South America
26,Prefer not to say,Sales,Retail,29,Remote,39,2,Low,Burnout,Yes,Decrease,4.0,Satisfied,3,Poor,Africa
49,Female,Marketing,Finance,6,Onsite,34,4,High,Depression,Yes,Decrease,3.0,Neutral,5,Poor,Oceania
43,Non-binary,Software Engineer,Healthcare,33,Remote,25,1,Low,Burnout,Yes,No Change,2.0,Unsatisfied,5,Good,Asia
48,Male,HR,Manufacturing,15,Hybrid,21,2,Low,Anxiety,No,Increase,4.0,Neutral,1,Poor,Asia
30,Female,Software Engineer,Retail,28,Hybrid,35,5,Medium,Anxiety,Yes,Decrease,1.0,Satisfied,4,Average,South America
52,Female,Project Manager,Retail,14,Hybrid,21,5,Medium,Anxiety,No,No Change,4.0,Satisfied,4,Average,Oceania
45,Male,Marketing,Finance,23,Hybrid,43,5,High,Anxiety,Yes,Increase,2.0,Neutral,5,Average,South America
59,Male,Project Manager,Finance,31,Remote,35,1,High,Burnout,No,Increase,2.0,Neutral,4,Poor,Oceania
57,Prefer not to say,HR,Manufacturing,23,Onsite,22,5,Low,Anxiety,No,Increase,4.0,Neutral,5,Good,Europe
38,Male,Project Manager,Education,7,Remote,58,2,High,Depression,Yes,Decrease,3.0,Satisfied,3,Good,Europe
40,Prefer not to say,Marketing,IT,25,Remote,41,2,High,Depression,No,Decrease,2.0,Satisfied,2,Good,Africa
47,Non-binary,HR,Consulting,28,Hybrid,26,4,Medium,Anxiety,Yes,Decrease,3.0,Unsatisfied,3,Average,Europe
25,Female,HR,Healthcare,18,Remote,28,1,High,Depression,Yes,Decrease,3.0,Satisfied,2,Average,Africa
42,Male,Designer,Retail,17,Hybrid,31,1,Medium,Depression,No,Decrease,3.0,Satisfied,3,Average,Europe
42,Female,Software Engineer,IT,18,Remote,47,1,Medium,Anxiety,No,Increase,2.0,Satisfied,5,Poor,Europe
40,Male,Project Manager,Healthcare,9,Remote,56,3,Medium,Anxiety,No,Increase,2.0,Neutral,1,Poor,North America
53,Non-binary,HR,Healthcare,16,Onsite,24,1,High,Anxiety,No,Decrease,2.0,Satisfied,1,Good,Asia
59,Male,HR,Consulting,18,Remote,25,4,High,Depression,Yes,Increase,5.0,Unsatisfied,5,Good,Europe
39,Non-binary,Data Scientist,Retail,22,Hybrid,39,5,Low,Burnout,No,Decrease,3.0,Neutral,4,Good,Africa
57,Female,HR,Retail,9,Remote,32,2,Medium,Burnout,No,Increase,3.0,Unsatisfied,1,Good,South America
32,Male,Marketing,Retail,15,Onsite,41,4,High,Anxiety,Yes,No Change,3.0,Neutral,1,Good,Oceania
36,Female,HR,Healthcare,1,Hybrid,54,1,Medium,Depression,No,Increase,4.0,Satisfied,5,Average,North America
41,Female,Data Scientist,Finance,1,Onsite,23,2,Low,Burnout,Yes,Increase,1.0,Unsatisfied,1,Poor,Asia
36,Prefer not to say,Marketing,Finance,4,Hybrid,41,1,High,Anxiety,Yes,Decrease,5.0,Neutral,5,Average,Oceania
39,Male,Sales,Consulting,32,Remote,35,1,Medium,Anxiety,No,No Change,2.0,Neutral,4,Good,Asia
45,Female,Data Scientist,Finance,33,Hybrid,31,2,High,Anxiety,No,No Change,1.0,Satisfied,4,Poor,North America
44,Male,Marketing,Retail,23,Hybrid,46,3,Low,Depression,No,Increase,3.0,Satisfied,5,Good,Africa
42,Non-binary,Software Engineer,Finance,8,Remote,35,5,High,Depression,Yes,Increase,4.0,Neutral,5,Poor,North America
57,Prefer not to say,Marketing,IT,30,Onsite,26,1,Medium,Burnout,Yes,No Change,3.0,Unsatisfied,1,Average,South America
53,Female,Marketing,Consulting,7,Onsite,26,5,Low,Depression,No,Decrease,2.0,Unsatisfied,2,Poor,Africa
41,Non-binary,Sales,Retail,23,Hybrid,24,1,Medium,Burnout,Yes,No Change,3.0,Unsatisfied,3,Good,Africa
42,Male,Software Engineer,Healthcare,17,Remote,49,2,High,Burnout,Yes,Decrease,2.0,Satisfied,3,Poor,Oceania
32,Non-binary,HR,Manufacturing,15,Hybrid,24,3,Low,Depression,Yes,No Change,4.0,Unsatisfied,1,Good,Africa
44,Non-binary,Software Engineer,Retail,4,Hybrid,35,5,Medium,Burnout,No,No Change,2.0,Neutral,3,Average,Oceania
52,Female,Marketing,Education,16,Remote,24,5,High,Depression,Yes,No Change,4.0,Satisfied,3,Poor,Africa
44,Female,Sales,Retail,12,Onsite,28,5,High,Depression,No,No Change,5.0,Neutral,3,Good,Oceania
53,Female,Designer,Manufacturing,28,Hybrid,49,2,Low,Anxiety,Yes,Decrease,2.0,Satisfied,2,Good,Africa
57,Male,Software Engineer,Retail,17,Hybrid,20,2,Low,Depression,Yes,Increase,1.0,Satisfied,3,Poor,Oceania
41,Prefer not to say,Project Manager,IT,9,Onsite,50,2,High,Anxiety,Yes,No Change,5.0,Neutral,5,Average,Africa
53,Prefer not to say,Designer,IT,10,Onsite,38,3,High,Anxiety,Yes,Increase,2.0,Satisfied,4,Poor,Asia
47,Prefer not to say,Designer,Consulting,22,Onsite,43,5,Low,Depression,No,Decrease,2.0,Unsatisfied,4,Poor,Oceania
27,Non-binary,Software Engineer,Retail,23,Hybrid,50,5,Medium,Anxiety,Yes,No Change,4.0,Unsatisfied,3,Average,North America
45,Non-binary,Sales,IT,9,Hybrid,45,2,Low,Anxiety,Yes,No Change,3.0,Satisfied,3,Poor,Oceania
52,Non-binary,Sales,Consulting,21,Hybrid,59,3,Low,Depression,No,Increase,5.0,Satisfied,4,Good,Africa
47,Male,HR,Finance,10,Hybrid,56,5,Medium,Burnout,No,Increase,5.0,Neutral,3,Good,North America
31,Female,HR,Retail,32,Onsite,36,2,High,Burnout,No,No Change,4.0,Neutral,4,Average,Oceania
58,Female,Sales,Healthcare,16,Hybrid,24,3,High,Depression,Yes,Decrease,2.0,Neutral,1,Average,Europe
24,Female,Project Manager,Healthcare,33,Remote,24,2,Medium,Burnout,Yes,Decrease,5.0,Satisfied,4,Good,Asia
48,Non-binary,Project Manager,Manufacturing,14,Hybrid,33,5,High,Depression,Yes,No Change,3.0,Neutral,3,Good,Oceania
43,Prefer not to say,HR,Finance,3,Hybrid,23,4,Medium,Depression,No,Decrease,5.0,Unsatisfied,3,Poor,Europe
41,Male,HR,Education,15,Hybrid,27,2,High,Anxiety,No,Decrease,1.0,Satisfied,5,Good,North America
49,Non-binary,Sales,IT,5,Onsite,44,3,Low,Depression,Yes,Decrease,5.0,Satisfied,2,Poor,Oceania
59,Female,Software Engineer,Finance,20,Hybrid,23,2,Medium,Anxiety,No,Increase,5.0,Satisfied,5,Average,Oceania
42,Female,HR,Retail,28,Remote,21,1,Low,Depression,Yes,No Change,4.0,Satisfied,4,Good,South America
31,Non-binary,Data Scientist,IT,12,Hybrid,51,3,High,Depression,Yes,Increase,1.0,Satisfied,5,Good,Asia
59,Female,HR,Retail,1,Onsite,29,5,Medium,Depression,Yes,Increase,4.0,Satisfied,5,Poor,North America
33,Male,Software Engineer,Consulting,10,Onsite,36,3,Medium,Depression,No,No Change,1.0,Neutral,3,Poor,South America
49,Prefer not to say,HR,Manufacturing,29,Remote,59,2,High,Depression,Yes,No Change,5.0,Neutral,1,Good,South America
54,Non-binary,Sales,IT,34,Remote,52,2,Medium,Depression,Yes,Decrease,4.0,Unsatisfied,3,Average,Oceania
53,Female,Software Engineer,Retail,19,Hybrid,49,4,High,Anxiety,Yes,Increase,5.0,Unsatisfied,1,Good,Asia
59,Non-binary,Marketing,Healthcare,9,Onsite,27,3,Medium,Burnout,No,No Change,3.0,Neutral,5,Good,Oceania
45,Prefer not to say,Sales,Manufacturing,15,Remote,22,4,High,Anxiety,No,Decrease,1.0,Unsatisfied,4,Poor,North America
29,Prefer not to say,HR,Finance,17,Remote,21,2,High,Anxiety,No,Decrease,5.0,Neutral,1,Poor,South America
32,Prefer not to say,Project Manager,Retail,24,Remote,56,1,Medium,Burnout,Yes,Decrease,4.0,Neutral,4,Good,Asia
59,Female,Designer,IT,34,Hybrid,45,1,High,Depression,No,Decrease,5.0,Neutral,1,Poor,Europe
41,Prefer not to say,Marketing,Manufacturing,22,Hybrid,38,2,Low,Anxiety,Yes,Increase,3.0,Neutral,3,Poor,Europe
39,Non-binary,Software Engineer,IT,11,Hybrid,37,4,Low,Anxiety,No,Decrease,3.0,Satisfied,1,Poor,Oceania
36,Non-binary,HR,Education,22,Remote,27,1,Low,Anxiety,No,Increase,2.0,Satisfied,3,Poor,Oceania
29,Male,Software Engineer,Healthcare,29,Remote,53,4,High,Anxiety,No,Increase,4.0,Unsatisfied,5,Poor,Oceania
37,Non-binary,Sales,Retail,30,Remote,33,4,High,Burnout,No,Increase,3.0,Unsatisfied,1,Good,Europe
32,Non-binary,Designer,IT,23,Onsite,47,2,Low,Depression,Yes,Increase,2.0,Unsatisfied,1,Poor,Oceania
58,Male,Data Scientist,IT,8,Onsite,43,1,High,Anxiety,Yes,No Change,3.0,Neutral,4,Good,South America
